feature,importance_value,importance_type,model,rank
state_code_PA,0.0,model_builtin,GradientBoostingClassifier,489.0
state_code_P6,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Developer APIs,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Design,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Dental,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Delivery,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Buffalo,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Buenos Aires,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Brussels,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Bogota,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Birmingham,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Berlin,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Beijing,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Barcelona,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Bangalore,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Baltimore,0.0,model_builtin,GradientBoostingClassifier,489.0
region_BRA - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Austin,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Auckland,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Atlanta,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Anaheim,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Amsterdam,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Des Moines,0.0,model_builtin,GradientBoostingClassifier,489.0
region_DNK - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Copenhagen,0.0,model_builtin,GradientBoostingClassifier,489.0
"region_Columbus, Ohio",0.0,model_builtin,GradientBoostingClassifier,489.0
region_Cologne,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Cleveland,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Cincinnati,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Chennai,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Charlotte,0.0,model_builtin,GradientBoostingClassifier,489.0
"region_Charleston, South Carolina",0.0,model_builtin,GradientBoostingClassifier,489.0
region_Cape Town,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Calgary,0.0,model_builtin,GradientBoostingClassifier,489.0
region_CT - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_CHN - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_CA - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Burnaby,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Helsinki,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Hartford,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Harrisburg,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Hamburg,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Greenville - Spartanburg,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Gothenburg,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Geneva,0.0,model_builtin,GradientBoostingClassifier,489.0
region_GBR - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Ft. Lauderdale,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Frankfurt,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Florida's Space Coast,0.0,model_builtin,GradientBoostingClassifier,489.0
region_FRA - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Edmonton,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Dublin,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Dubai,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Detroit,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Lima,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Leeds,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Lausanne,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Las Vegas,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Kuala Lumpur,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Jakarta,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Jacksonville,0.0,model_builtin,GradientBoostingClassifier,489.0
region_JPN - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Istanbul,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Indianapolis,0.0,model_builtin,GradientBoostingClassifier,489.0
region_ITA - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_ISR - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_IRL - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_IL - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Houston,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Hong Kong,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Milan,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Miami,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Mexico City,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Memphis,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Melbourne,0.0,model_builtin,GradientBoostingClassifier,489.0
"region_Manchester, New Hampshire",0.0,model_builtin,GradientBoostingClassifier,489.0
region_Manchester,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Malmo,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Madrid,0.0,model_builtin,GradientBoostingClassifier,489.0
region_MN - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_MA - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Louisville,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Los Angeles,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Long Island,0.0,model_builtin,GradientBoostingClassifier,489.0
region_London,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Contact Management,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Consumers,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Consumer Internet,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Consumer Electronics,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Consulting,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Construction,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Computers,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Communities,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Communications Hardware,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Commercial Real Estate,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Colleges,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Collaborative Consumption,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Moscow,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Montreal,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Minneapolis,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Milwaukee,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Ottawa,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Orlando,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Ontario - Inland Empire,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Omaha,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Nottingham,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Newark,0.0,model_builtin,GradientBoostingClassifier,489.0
region_New Delhi,0.0,model_builtin,GradientBoostingClassifier,489.0
region_New Bedford,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Netanya,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Nashville,0.0,model_builtin,GradientBoostingClassifier,489.0
region_NY - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_NLD - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_NJ - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Munich,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Mumbai,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Content Delivery,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Rome,0.0,model_builtin,GradientBoostingClassifier,489.0
"region_Rochester, New York",0.0,model_builtin,GradientBoostingClassifier,489.0
region_Rio de Janeiro,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Richmond,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Raleigh,0.0,model_builtin,GradientBoostingClassifier,489.0
region_RUS - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Providence,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Prague,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Portsmouth,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Porto Alegre,0.0,model_builtin,GradientBoostingClassifier,489.0
"region_Portland, Oregon",0.0,model_builtin,GradientBoostingClassifier,489.0
region_Pittsburgh,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Phoenix,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Philadelphia,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Paris,0.0,model_builtin,GradientBoostingClassifier,489.0
region_PA - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_St. Petersburg,0.0,model_builtin,GradientBoostingClassifier,489.0
region_St. Louis,0.0,model_builtin,GradientBoostingClassifier,489.0
"region_Springfield, Illinois",0.0,model_builtin,GradientBoostingClassifier,489.0
region_Spokane,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Sofia,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Singapore,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Shenzhen,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Shanghai,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Seoul,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Seattle,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Sao Paulo,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Santiago,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Santa Barbara,0.0,model_builtin,GradientBoostingClassifier,489.0
region_San Antonio,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Sacramento,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Aerospace,0.0,model_builtin,GradientBoostingClassifier,489.0
"region_Wilmington, Delaware",0.0,model_builtin,GradientBoostingClassifier,489.0
region_Wellington,0.0,model_builtin,GradientBoostingClassifier,489.0
"region_Washington, D.C.",0.0,model_builtin,GradientBoostingClassifier,489.0
region_Warsaw,0.0,model_builtin,GradientBoostingClassifier,489.0
region_WI - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Vienna,0.0,model_builtin,GradientBoostingClassifier,489.0
region_VT - Other,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Utrecht,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Tucson,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Toronto,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Tokyo,0.0,model_builtin,GradientBoostingClassifier,489.0
region_The Hague,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Agriculture,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Tampa,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Sydney,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Stockholm,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Cloud Management,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Cloud Data Services,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Cloud Computing,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Clinical Trials,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Algorithms,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Classifieds,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Chemicals,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Chat,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Cars,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Career Management,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Cable,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_CRM,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Acton,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Abingdon,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Zurich,0.0,model_builtin,GradientBoostingClassifier,489.0
region_Worcester,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Beijing,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Bedford,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Beaverton,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Barcelona,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Baltimore,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Auckland,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Atlanta,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Ann Arbor,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Andover,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Amsterdam,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Alpharetta,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Aliso Viejo,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Alexandria,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Albuquerque,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Alameda,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Cloud Security,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Brentwood,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Boxborough,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Boulder,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Bothell,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Boston,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Bogotá,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Boca Raton,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Blacksburg,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Birmingham,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Billerica,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Beverly Hills,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Bethesda,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Berlin,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Berkeley,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Belmont,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Bellevue,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Charleston,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Cary,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Carlsbad,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Cape Town,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Campbell,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Cambridge,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Calabasas,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Burnaby,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Burlingame,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Buffalo,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Buenos Aires,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Brussels,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Broomfield,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Brooklyn,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Brisbane,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Bridgewater,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Culver City,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Costa Mesa,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Copenhagen,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Concord,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Columbus,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Columbia,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Cologne,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Cleveland,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Clearwater,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Cincinnati,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Chicago,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Chennai,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Chelmsford,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Chatsworth,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Charlottesville,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Charlotte,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Foster City,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Fort Lauderdale,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Fairfield,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Emeryville,0.0,model_builtin,GradientBoostingClassifier,489.0
city_El Segundo,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Edison,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Edinburgh,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Eden Prairie,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Durham,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Duluth,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Dulles,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Dublin,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Dubai,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Denver,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Delft,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Cupertino,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Herndon,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Henderson,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Helsinki,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Hayward,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Hartford,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Hamburg,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Gurgaon,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Guildford,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Greenwood Village,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Greenville,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Goleta,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Germantown,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Geneva,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Gaithersburg,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Fremont,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Framingham,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Business Intelligence,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Business Development,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Browser Extensions,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Bridging Online and Offline,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Brand Marketing,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Blogging Platforms,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Bitcoin,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Biotechnology,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Bio-Pharm,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Billing,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Irvine,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Indianapolis,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Houston,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Hong Kong,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Hillsboro,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Herzliya,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Las Vegas,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Lake Forest,0.0,model_builtin,GradientBoostingClassifier,489.0
city_La Jolla,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Kista,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Kirkland,0.0,model_builtin,GradientBoostingClassifier,489.0
city_King Of Prussia,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Kfar Saba,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Kansas City,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Jerusalem,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Jersey City,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Jacksonville,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Itasca,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Istanbul,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Irving,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Business Services,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Business Productivity,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Manchester,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Malvern,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Madrid,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_All Students,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Lucerne Valley,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Lowell,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Louisville,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Los Gatos,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Los Altos,0.0,model_builtin,GradientBoostingClassifier,489.0
city_London,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Littleton,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Lima,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Lexington,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Lenexa,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Leeds,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Lausanne,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Munich,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Moscow,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Morrisville,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Montréal,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Mississauga,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Minneapolis,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Milpitas,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Milan,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Miami,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Mexico City,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Menlo Park,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Memphis,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Melbourne,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Mclean,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Maynard,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Marlborough,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Orem,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Or Yehuda,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Omaha,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Nottingham,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Norwalk,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Norcross,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Newport Beach,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Newark,0.0,model_builtin,GradientBoostingClassifier,489.0
city_New York,0.0,model_builtin,GradientBoostingClassifier,489.0
city_New Haven,0.0,model_builtin,GradientBoostingClassifier,489.0
city_New Delhi,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Netanya,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Needham,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Nashville,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Nashua,0.0,model_builtin,GradientBoostingClassifier,489.0
city_München,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Plymouth,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Pleasanton,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Plano,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Pittsburgh,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Phoenix,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Philadelphia,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Petaluma,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Petah Tiqva,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Pasadena,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Paris,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Palo Alto,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Oxford,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Overland Park,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Ottawa,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Oslo,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Orlando,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Richardson,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Redwood Shores,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Redwood City,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Redmond,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Red Bank,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Reading,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Raleigh,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Radnor,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Ra'anana,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Provo,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Providence,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Princeton,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Prague,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Portsmouth,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Porto Alegre,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Portland,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Santa Ana,0.0,model_builtin,GradientBoostingClassifier,489.0
category_code_Alumni,0.0,model_builtin,GradientBoostingClassifier,489.0
city_San Mateo,0.0,model_builtin,GradientBoostingClassifier,489.0
city_San Jose,0.0,model_builtin,GradientBoostingClassifier,489.0
city_San Diego,0.0,model_builtin,GradientBoostingClassifier,489.0
city_San Carlos,0.0,model_builtin,GradientBoostingClassifier,489.0
city_San Bruno,0.0,model_builtin,GradientBoostingClassifier,489.0
city_San Antonio,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Salt Lake City,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Saint Petersburg,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Saint Paul,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Rome,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Rockville,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Rochester,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Rio De Janeiro,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Richmond,0.0,model_builtin,GradientBoostingClassifier,489.0
city_St. Petersburg,0.0,model_builtin,GradientBoostingClassifier,489.0
city_St Louis,0.0,model_builtin,GradientBoostingClassifier,489.0
city_Spokane,0.0,model_builtin,GradientBoostingClassifier,489.0
